study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,,
stanley_2013,stanley_2013,stanley_2013_item7,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,the date that the search was completed.,Methodology,Search Strategy,,Report the date that the literature search was conducted,,,
stanley_2013,stanley_2013,stanley_2013_item11,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,the estimated effect size;,Methodology,Effect Measures,,Report the effect measure used in the synthesis of the results,,,
stanley_2013,stanley_2013,stanley_2013_item2,Research Questions and Effect Size,Research Questions and Effect Size,2.1,"A precise definition of how effects are measured (the effect size), accompanied by any relevant formulas.",Methodology,Effect Measures,,Report the effect measure used in the synthesis of the results,,,
stanley_2013,stanley_2013,stanley_2013_item3,Research Questions and Effect Size,Research Questions and Effect Size,2.1,"An explicit description about how measured effects are comparable, including any methods used to standardize or convert them to a common metric.",Methodology,Effect Measures,,Report the effect measure used in the synthesis of the results,,,
stanley_2013,stanley_2013,stanley_2013_item12,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,"its standard error, when feasible, and the degrees of freedom (or sample size);",Results,Results of Individual Studies,,Report the error around the effect size point estimates for each individual study ,,,
stanley_2013,stanley_2013,stanley_2013_item20,MRA Modeling Issues,MRA Modeling Issues,2.3,"A table of descriptive statistics of the variables that are coded (means and standard deviations) and graph(s) displaying the effect sizes (e.g. funnel graphs, forest plots, bar charts).",Results,Results of Individual Studies,,Report the error around the effect size point estimates for each individual study ,,,
stanley_2013,stanley_2013,stanley_2013_item2,Research Questions and Effect Size,Research Questions and Effect Size,2.1,"A precise definition of how effects are measured (the effect size), accompanied by any relevant formulas.",Methodology,Effect Measures,,Report the formulae used to calculate the effect measure used in the synthesis of results,,,
stanley_2013,stanley_2013,stanley_2013_item3,Research Questions and Effect Size,Research Questions and Effect Size,2.1,"An explicit description about how measured effects are comparable, including any methods used to standardize or convert them to a common metric.",Methodology,Effect Measures,,Report the formulae used to calculate the effect measure used in the synthesis of results,,,
stanley_2013,stanley_2013,stanley_2013_item1,Research Questions and Effect Size,Research Questions and Effect Size,2.1,"A clear statement of the specific economic theories, hypotheses or effects studied.",Introduction,Rationale,,Report the hypothesis addressed by the review,,,
stanley_2013,stanley_2013,stanley_2013_item24,MRA Modeling Issues,MRA Modeling Issues,2.3,"Results from MRA model specification tests, robustness checks or sensitivity analyses.",Methodology,Synthesis Methods (Sensitivity Analysis),,Report the method used in sensitivity analysis to test the robustness of the results,,,
stanley_2013,stanley_2013,stanley_2013_item22,MRA Modeling Issues,MRA Modeling Issues,2.3,"An investigation of publication, selection, and misspecification biases. When suspected, these should be controlled for in subsequent MRA models.",Methodology,Reporting Bias Assessment,,Report the method used to assess for potential risk of bias due to missing studies,,,
stanley_2013,stanley_2013,stanley_2013_item8,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,A full disclosure of the rules for study (or effect size) inclusion/exclusion. It is also useful to provide a list of all studies included and a description of why others were excluded.,Methodology,Selection Process,,Report the method used to assess study eligibility for inclusion in the review,,,
stanley_2013,stanley_2013,stanley_2013_item23,MRA Modeling Issues,MRA Modeling Issues,2.3,Methods to accommodate heteroscedasticity and within-study dependence.,Methodology,Synthesis Methods (Statistical Synthesis Methods),,Report the methodology used to account for heteroscedasticity ,,,
stanley_2013,stanley_2013,stanley_2013_item15,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,"empirical setting (e.g. region, market, industry);",Methodology,Eligibility Criteria ,,Report the relevant geographical locations in eligiblity criteria of the review,,,
stanley_2013,stanley_2013,stanley_2013_item18,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,"type of publication (journal, working paper, book chapter, etc.) and",Methodology,Eligibility Criteria ,Methodology,Report the relevant publication status in eligibility criteria of the review,,,
stanley_2013,stanley_2013,stanley_2013_item19,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,"the primary study, publication and/or dataset from which an observation is drawn.",Methodology,Eligibility Criteria ,,Report the relevant publication status in eligibility criteria of the review,,,
stanley_2013,stanley_2013,stanley_2013_item15,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,"empirical setting (e.g. region, market, industry);",Methodology,Eligibility Criteria ,,Report the relevant study designs in eligiblity criteria of the review,,,
stanley_2013,stanley_2013,stanley_2013_item16,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,"data types (panel, cross-sectional, time series, etc.);",Methodology,Eligibility Criteria ,,Report the relevant study designs in eligiblity criteria of the review,,,
stanley_2013,stanley_2013,stanley_2013_item17,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,year of the data used and/or publication year;,Methodology,Eligibility Criteria ,,Report the relevant timeframe in eligiblity criteria of the review,,,
stanley_2013,stanley_2013,stanley_2013_item5,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,the exact databases or other sources used;,Methodology,Information Sources,,Report the scientific literature databases used to conduct the literature search,,,
stanley_2013,stanley_2013,stanley_2013_item4,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,A full report of how the research literature was searched.,Methodology,Search Strategy,,Report the search terms used to conduct the literature search strategy for each each scientific literature database,,,
stanley_2013,stanley_2013,stanley_2013_item6,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,the precise combination of keywords employed,Methodology,Search Strategy,,Report the search terms used to conduct the literature search strategy for each each scientific literature database,,,
stanley_2013,stanley_2013,stanley_2013_item21,MRA Modeling Issues,MRA Modeling Issues,2.3,"A fully reported multiple MRA, along with the exact strategy used to simplify it (e.g. general-to-specific, Bayesian).",Methodology,Synthesis Methods (Statistical Synthesis Methods),,Report the strategy to perform the statistical synthesis,bayesian specific ,,
stanley_2013,stanley_2013,stanley_2013_item9,"Research Literature Searching, Compilation and Coding","Research Literature Searching, Compilation and Coding",2.2,"A statement addressing who searched, read and coded the research literature. Two or more reviewers should code the relevant research.",Methodology,Search Strategy,,Report the total number of people which conducted the literature search,,,
stevens_2025,stevens_2025,stevens_2025_item4,Other information,Authorship and corresponding author,,List those who contributed sufficiently to meet authorship requirements. Provide contact information for the corresponding author or organisational representative.,Other information,Authors and roles,,Report the contribution of each author to the review,,,
stevens_2025,stevens_2025,stevens_2025_item1,Methods,A priori-defined iterative methods,,"Report whether an iterative process (ideally specified in the protocol) was used, such as decision-making on methodology or inclusion during the conduct of the review to meet the timeline.",Other information,Registration and Protocol,,Report the planned review timeline as specified in the protocol or preregistration,,,
stevens_2025,stevens_2025,stevens_2025_item2,Methods,Distinguishing the RR from an SR,,Indicate what aspects of the conduct or process that would differ from an SR.,Introduction,Rationale,,Report the rationale for selecting the methodology used to conduct the review,,,
stevens_2025,stevens_2025,stevens_2025_item3,Methods,Knowledge user involvement,,"Describe what knowledge users (eg, policymakers, patients, guideline developers, clinicians) were involved in the development of the RR, specifying the stage(s) and the nature of involvement.",Introduction,Objectives,,Report the role of stakeholders in formulating the objectives of the review,,,
stevens_2025,stevens_2025,stevens_2025_item5,Other information,Acknowledgements,,List those who contributed to the development and conduct the work but do not meet authorship requirements.,Other information,Support,,Report the sources and types of financial or non-financial support received for the review,,,
stevens_2025,stevens_2025,stevens_2025_item6,Other information,Peer review,,"Indicate whether peer review was undertaken during the preparation of the report and by whom (eg, methodologist or content expert and whether internal or external to producing organisation).",Other information,Support,,Report the sources and types of financial or non-financial support received for the review,,,
stewart_2015,stewart_2015,stewart_2015_item34,Results,Study characteristics,18,"For each study, present information on key study and participant characteristics (such as description of interventions, numbers of participants, demographic data, unavailability of outcomes, funding source, and if applicable duration of follow-up). Provide (main) citations for each study. Where applicable, also report similar study characteristics for any studies not providing IPD.",Results,Study characteristics,,Report a citation for each of the studies included in the review,,,
stewart_2015,stewart_2015,stewart_2015_item37,Results,Results of individual studies,20,"For each comparison and for each main outcome (benefit or harm), for each individual study report the number of eligible participants for which data were obtained and show simple summary data for each intervention group (including, where applicable, the number of events), effect estimates and confidence intervals. These may be tabulated or included on a forest plot.",Results,Study characteristics,,Report a citation for each of the studies included in the review,,,
stewart_2015,tricco_2018,tricco_2018_item18,Results,Characteristics of sources of evidence,18,"For each source of evidence, present characteristics for which data were charted and provide the citations.",Results,Study characteristics,,Report a citation for each of the studies included in the review,,,
stewart_2015,gordon_2014,gordon_2014_item14,,Results,14,Give a flow diagram summarising study selection,Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,guise_2017,guise_2017_item24,methods,Results,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,hutton_2015,hutton_2015_item19,RESULTS,study selection,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,mcinnes_2018,mcinnes_2018_item17,results,study selection,17,"Provide numbers of studies screened, assessed for eligibility, included in the review (and included in meta-analysis, if applicable) with reasons for exclusions at each stage, ideally with a flow diagram. ",Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,moher_2009,moher_2009_item17,Results,Study selection,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,murad_2017,murad_2017_item15,Results,Study selection,,"Give numbers of studies assessed for eligibility and included in the study, with reasons for exclusions at each stage, ideally with a flow diagram. Present a measure of inter-reviewer agreement (eg, kappa statistic).",Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,stewart_2015,stewart_2015_item33,Results,Study selection and IPD obtained,17,"Give numbers of studies screened, assessed for eligibility, and included in the systematic review with reasons for exclusions at each stage. Indicate the number of studies and participants for which IPD were sought and for which IPD were obtained. For those studies where IPD were not available, give the numbers of studies and participants for which aggregate data were available. Report reasons for non-availability of IPD. Include a flow diagram.",Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,tong_2012,tong_2012_item9,Study selection results,NA,9,"Identify the number of studies screened and provide reasons for study exclusion (e,g, for comprehensive searching, provide numbers of studies screened and reasons for exclusion indicated in a figure/flowchart; for iterative searching describe reasons for study exclusion and inclusion based on modifications t the research question and/or contribution to theory development).",Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,tricco_2018,tricco_2018_item17,Results,Selection of sources of evidence,17,"Give numbers of sources of evidence screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally using a flow diagram.",Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,wang_2019,wang_2019_item21,results,study selection,17â€ ,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,welch_2012,welch_2012_item32,Results,,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,zhang_2020,zhang_2020_item33,results,Results,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,zhang_2020a,zhang_2020a_item27,results,study selection,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,Study Selection,,Report a flow diagram summarising the outcomes of the study selection process,,,
stewart_2015,page_2021_extended,page_2021_extended_item12,Introduction,Rationale,3.element5,"If there is complexity in the intervention or its delivery (e.g., multiple component interventions, equity considerations), consider presenting a logic model to display hypothesised relationships between components and outcomes.",Introduction,Rationale,,Report a logic model for the interventions included in the review,,,
stewart_2015,welch_2012,welch_2012_item8,Introduction,,3A,"Provide the logic model/analytical framework, if done, to show the pathways through which the intervention is assumed to affect health equity and how it was developed.",Introduction,Rationale,,Report a logic model for the interventions included in the review,,,
stewart_2015,murad_2017,murad_2017_item15,Results,Study selection,,"Give numbers of studies assessed for eligibility and included in the study, with reasons for exclusions at each stage, ideally with a flow diagram. Present a measure of inter-reviewer agreement (eg, kappa statistic).",Results,Study Selection,,Report a measure of interrater agreement for the study selection process,,,
stewart_2015,eden_2011,eden_2011_item4,Summary written for the lay public,NA,5.1.4,Include a summary written for the lay public,Abstract,Abstract,,Report a plain-language statement for the general public,,,
stewart_2015,elsman_2024,elsman_2024_item14,plain language summary,plain language summary,3,"If allowed by the journal, provide a plain language summary with background information and key findings.",Abstract,Abstract,,Report a plain-language statement for the general public,,,
stewart_2015,eden_2011,eden_2011_item27,Discussion,NA,5.1.8.1,Summary of the evidence*,Discussion,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,france_2019,france_2019_item17,Discussion,Summary of findings,,Summarize the main interpretive findings of the translation and synthesis and compare them to existing literature,Discussion,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,guise_2017,guise_2017_item31,results,Discussion,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers)",Discussion ,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,hutton_2015,hutton_2015_item29,DISCUSSION,summary of evidence,24,"Summarize the main findings, including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., healthcare providers, users, and policy-makers).",Discussion,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,mcinnes_2018,mcinnes_2018_item23,discussion,summary of evidence,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,moher_2009,moher_2009_item24,Discussion,Summary of evidence,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion ,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,montazeri_2023,montazeri_2023_item17,Discussion,Discussion,17,Summarize the main findings. The findings should be presented in more 'general' or 'accessible' terms.,Discussion,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,tricco_2018,tricco_2018_item24,Discussion,Summary of evidence,24,"Summarize the main results (including an overview of concepts, themes, and types of evidence available), link to the review questions and objectives, and consider the relevance to key groups.",Discussion,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,wang_2019,wang_2019_item29,discussion,summary of evidence,24â€ ,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion ,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,welch_2012,welch_2012_item42,Discussion,,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,wong_2013,wong_2013_item15,Summary of findings,NA,15,"Summarize the main findings, taking into account the review's objective(s), research question(s), focus and intended audience(s).",Discussion,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,wong_2013a,wong_2013a_item16,,DISCUSSION,16,"Summarize the main findings, taking into account the review's objective(s), research question(s), focus and intended audience(s).",Discussion,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,zhang_2020,zhang_2020_item46,discussion,Discussion,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion ,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,zhang_2020a,zhang_2020a_item38,discussion,summary of evidence,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,zhao_2022,zhao_2022_item58,Summary of evidence,Summary of evidence,24,"Summarize the main findings, including the strength of evidence for each main outcome; consider their relevance to key groups (such as health care providers, users, and policy makers).",Discussion,Discussion,,Report a summary of the evidence included in the review,,,
stewart_2015,bougioukas_2018,bougioukas_2018_item6,Introduction,Rationale,3b,Provide a balanced presentation of potential benefits and harms of the intervention(s).,Introduction,Rationale,,Report an evaluation of the interventions used in each included study,,,
stewart_2015,page_2021_extended,page_2021_extended_item11,Introduction,Rationale,3.element4,"If the review examines intervention effects, briefly describe how the intervention(s) might work.",Introduction,Rationale,,Report an evaluation of the interventions used in each included study,,,
stewart_2015,page_2021_extended,page_2021_extended_item11,Introduction,Rationale,3.element4,"If the review examines intervention effects, briefly describe how the intervention(s) might work.",Introduction,Rationale,,Report an explanation of how the interventions used in each included study may work,,,
stewart_2015,campbell_2020,campbell_2020_item3,Methods,Describe the standardised metric and transformation methods used,2,"Describe the standardised metric for each outcome. Explain why the metric(s) was chosen and describe any methods used to transform the intervention effects, as reported in the study, to the standardised metric, citing any methodological guidance consulted",Methodology,Effect Measures,,Report an interpretation of the effect size measure used,,,
stewart_2015,murad_2017,murad_2017_item13,Methods,Summary measures,,"State the principal summary measures (eg, ratio of risk ratios, difference in means) and explain its meaning and direction to readers.",Methodology,Effect Measures,,Report an interpretation of the effect size measure used,,,
stewart_2015,page_2021_extended,page_2021_extended_item78,Methods,Effect measures,12.element2,State thresholds/ranges used to interpret effect size and provide rationale.,Methodology,Effect Measures,Effect measures,Report an interpretation of the effect size measure used,,,
stewart_2015,ardern_2021,ardern_2021_item33,Discussion,Discussion,23a,Provide a general interpretation of the results in the context of other evidence.,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,beller_2013,beller_2013_item10,discussion,interpretation,10,General interpretation of the results and important implications.,Abstract,Abstract,,Report an interpretation of the results,,,
stewart_2015,brooke_2021,brooke_2021_item31,,Reporting of Conclusions,,Consideration of alternative explanations for observed results,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,cohen_2018,cohen_2018_item10,Discussion,Interpretation,10,Provide a general interpretation of the results and the important implications.,Abstract,Abstract,,Report an interpretation of the results,,,
stewart_2015,eden_2011,eden_2011_item29,Discussion,NA,5.1.8.3,Conclusions for each key question*,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,elsman_2024,elsman_2024_item13,discussion,interpretation,2.13,Provide a general interpretation of the results and important implications.,Abstract,Abstract,,Report an interpretation of the results,,,
stewart_2015,gates_2022,gates_2022_item2,Abstract,,2,"Provide a comprehensive and accurate summary of the purpose, methods, and results of the overview of reviews.",Abstract,Abstract,,Report an interpretation of the results,,,
stewart_2015,gates_2022,gates_2022_item36,Discussion,,22b,Provide a general interpretation of the results in the context of other evidence.,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,gordon_2014,gordon_2014_item20,,Discussion,20,Present the main findings in light of the review objectives,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,hutton_2015,hutton_2015_item31,DISCUSSION,conclusions,26,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,mcgrath_2017,mcgrath_2017_item64,Discussion,Discussion,55,Provide a general interpretation of the results in the context of other evidence and implications for future research,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,mcgrath_2017,mcgrath_2017_item71,Discussion,Discussion,62,"Discuss the five GRADE considerations (study limitations, consistency of effect, imprecision, indirectness, and publication bias)",Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,mcinnes_2018_abstracts,mcinnes_2018_abstracts_item10,discussion,interpretation,10,Provide a general interpretation of the results and the important implications.,Abstract,Abstract,,Report an interpretation of the results,,,
stewart_2015,moher_2009,moher_2009_item26,Discussion,Conclusions,26,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,montazeri_2023,montazeri_2023_item18,Discussion,Discussion,18,"Include interpretation consistent with results. Explanations for observed outcomes, similarities, and differences reported would be essential.",Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,obrien_2014,obrien_2014_item18,,Discussion,"S18 Integration with prior work, implications, transferability, and contribution(s) to the field","Short summary of main findings; explanation of how findings and conclusions connect to, support, elaborate on, or challenge conclusions of earlier scholarship; discussion of scope of application/generalizability; identification of unique contribution(s) to scholarship in a discipline or field",Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,odea_2020,odea_2020_item5,Title and abstract,,1.5,State conclusions,Abstract,Abstract,,Report an interpretation of the results,,,
stewart_2015,odea_2020,odea_2020_item82,Discussion,,25.5,"Compare results with previous reviews on the topic, if available",Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,page_2021_abstract,page_2021_abstract_item10,Discussion,Interpretation,10,Provide a general interpretation of the results and important implications.,Abstract,Abstract,,Report an interpretation of the results,,,
stewart_2015,page_2021_extended,page_2021_extended_item172,Discussion,Discussion,23a,Provide a general interpretation of the results in the context of other evidence.,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,page_2021_extended,page_2021_extended_item173,Discussion,Discussion,23a.element1,Provide a general interpretation of the results in the context of other evidence.,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,page_2021,page_2021_item33,Discussion,Discussion,23a,Provide a general interpretation of the results in the context of other evidence.,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,peters_2006,peters_2006_item6,Abstract,Conclusion,,State the main results and their implications,Abstract,Abstract,,Report an interpretation of the results,,,
stewart_2015,sanchezmeca_2021,sanchezmeca_2021_item2,ABSTRACT,Abstract,2,"In the abstract explicitly state: (a) that the objective was to carry out a reliability generalization (RG) meta-analysis of one or several scales; (b) eligibility criteria of the studies; (c) data sources with the temporal range covered; (d) types of reliability coefficients analyzed; (e) statistical model applied; (f) main results (e.g., pooled reliability coefficient and 95% CI, moderator variables related to reliability); and (g) main conclusions. In case of space limitation, (b) and (c) criteria can be omitted.",Abstract,Abstract,,Report an interpretation of the results,,,
stewart_2015,sanchezmeca_2021,sanchezmeca_2021_item25,DISCUSSION,Summary of results,25,"Present the main results, such as mean reliability exhibited by the scale/test and moderators of the reliability coefficients. If available, discuss the results in the light of previous evidence.",Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,stewart_2015,stewart_2015_item45,Discussion,Conclusions,26,Provide a general interpretation of the findings in the context of other evidence.,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,stewart_2015,stewart_2015_item5,Abstract,Structured summary,2c,Results: provide number and type of studies and participants identified and number (%) obtained; summary effect estimates for main outcomes (benefits and harms) with confidence intervals and measures of statistical heterogeneity. Describe the direction and size of summary effects in terms meaningful to those who would put findings into practice.,Abstract,Abstract,,Report an interpretation of the results,,,
stewart_2015,stroup_2000,stroup_2000_item31,Reporting of Conclusions,,,Consideration of alternative explanations for observed results,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,welch_2012,welch_2012_item44,Discussion,,26,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,wong_2016,wong_2016_item23,Discussion,Conclusion and recommendations,19,"List the main conclusions that are justified by the analyses of the data. If appropriate, offer recommendations consistent with a realist approach",Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,zhang_2020a,zhang_2020a_item40,discussion,conclusions,26,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,zhao_2022,zhao_2022_item64,Conclusions,Conclusions,26,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,zumsteg_2012,zumsteg_2012_item18,Summary of findings and conclusions,Summary of findings and conclusions,9,Clear conclusions.,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,zumsteg_2012,zumsteg_2012_item19,Summary of findings and conclusions,Summary of findings and conclusions,9,Discussion of conclusions in the context of other evidence.,Discussion,Discussion,,Report an interpretation of the results,,,
stewart_2015,stewart_2015,stewart_2015_item32,Methods,Additional analyses,16,"Describe methods of any additional analyses, including sensitivity analyses. State which of these were pre-specified.",Methodology,Synthesis Methods (Sensitivity Analysis),,Report any additional analyses conducted in the review,,,
stewart_2015,stewart_2015,stewart_2015_item15,Methods,Data collection processes,10a,"Describe how IPD were requested, collected and managed, including any processes for querying and confirming data with investigators. If IPD were not sought from any eligible study, the reason for this should be stated (for each such study).",Methodology,Data Collection Process,,Report any contact with study authors to retrieve additional information relevant to the data collection process,,,
stewart_2015,stewart_2015,stewart_2015_item35,Results,IPD integrity,A3,Report any important issues identified in checking IPD or state that there were none.,Methodology,IPD Data Items,,Report any identified issues with the individual patient data items extracted,,,
stewart_2015,stewart_2015,stewart_2015_item12,Methods,Identifying studies - information sources,7,"Describe all methods of identifying published and unpublished studies including, as applicable: which bibliographic databases were searched with dates of coverage; details of any hand searching including of conference proceedings; use of study registers and agency or company databases; contact with the original research team and experts in the field; open adverts and surveys. Give the date of last search or elicitation.",Methodology,Search Strategy,,Report any limitations applied to the search strategy,,,
stewart_2015,stewart_2015,stewart_2015_item13,Methods,Identifying studies - search,8,"Present the full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",Methodology,Information Sources,,Report any limitations applied to the search strategy,,,
stewart_2015,beller_2013,beller_2013_item9,discussion,strengths and limitations of evidence,9,"Brief summary of strengths and limitations of evidence (e.g., inconsistency, imprecision, indirectness, or risk of bias, and other supporting or conflicting evidence).",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,bougioukas_2018,bougioukas_2018_item3,Abstract,Structured-like summary,2a,"Provide a structured-like abstract, as applicable: background, objective, data sources, selection criteria, data extraction, review appraisal, data synthesis methods, results, limitations, conclusions.",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,cohen_2018,cohen_2018_item9,Discussion,Strengths and limitations,9,Provide a brief summary of the strengths and limitations of the evidence.,Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,elsman_2024,elsman_2024_item12,discussion,limitations of evidence,2.12,"Provide a brief summary of the limitations of the evidence included in the review (e.g., study risk of bias, inconsistency, and imprecision).",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,mcinnes_2018_abstracts,mcinnes_2018_abstracts_item9,discussion,strengths and limitations,9,Provide a brief summary of the strengths and limitations of the evidence,Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,moher_2009,moher_2009_item2,Abstract,Structured summary,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,murad_2017,murad_2017_item2,Abstract,Structured summary,,"Provide a structured summary that includes the background of the topic, goal of the study, data sources, method of data selection, appraisal and synthesis methods, results, limitations, conclusions and implications of key findings.",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,odea_2020,odea_2020_item6,Title and abstract,,1.6,State limitations,Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
stewart_2015,page_2021_abstract,page_2021_abstract_item9,Discussion,Limitations of evidence,9,"Provide a brief summary of the limitations of the evidence included in the review (e.g. study risk of bias, inconsistency and imprecision).",Abstract,Abstract,,Report any limitations identified in the studies included in the review,,,
