study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,standardised_subsection,standardised_subsection_note,standardised_reporting_item_elements,standardised_reporting_item_elements_note,X,X.1
APA_2018,APA_2018,APA_2018_item54,Methods,Statistical Methods,,How heterogeneity in effect sizes was assessed or estimated,Methodology,Synthesis Methods,,Report the methods used to explore sources of heterogeneity,,NA,NA
eden_2011,eden_2011,eden_2011_item24,Results,NA,5.1.7.5,"Meta-analysis of results, if performed (explain rationale for doing one)*",Results,Synthesis results,,NA,,NA,NA
harvranek_2020,harvranek_2020,harvranek_2020_item26,,2.3 Modeling Issues,,"Methods to accommodate heteroscedasticity (e.g., inverse-variance weights) and dependence across estimates, such as within-study dependence (e.g.,<a0>clustered or bootstrapped standard errors and panel or multilevel meta-regression models). d-nb?",Results,Synthesis results,,NA,,NA,NA
sinha_2024,sinha_2024,sinha_2024_item30,,Results,,"Narration, quotes, and field notes.",Results,Synthesis results,,NA,,NA,NA
stroup_2000,stroup_2000,stroup_2000_item32,Reporting of Conclusions,,,"Generalization of the conclusions (ie, appropriate for the data presented and within the domain of the literature review)",Discussion,Discussion,,Report how generalisable the conclusions are,,NA,NA
moher_1999,moher_1999,moher_1999_item2,Abstract,Abstract,,Use a structured format.,Abstract,Abstract,,NA,,NA,NA
moher_1999,moher_1999,moher_1999_item3,Abstract,Describe Objectives,,The clinical question explicitly.,Abstract,Abstract,,NA,,NA,NA
moher_1999,moher_1999,moher_1999_item4,Abstract,Data sources,,"The databases (ie, list) and other information sources.",Abstract,Abstract,,NA,,NA,NA
moher_1999,moher_1999,moher_1999_item5,Abstract,Review methods,,"The selection criteria (ie, population, intervention, outcome, and study design); methods for validity assessment, data abstraction, and study characteristics, and quantitative data synthesis in sufficient detail to permit replication.",Abstract,Abstract,,NA,,NA,NA
moher_1999,moher_1999,moher_1999_item6,Abstract,Results,,"Characteristics of the RCTs included and excluded; qualitative and quantitative findings (ie, point estimates and confidence intervals); and subgroup analyses.",Abstract,Abstract,,NA,,NA,NA
moher_1999,moher_1999,moher_1999_item7,Abstract,Conclusion,,The main results.,Abstract,Abstract,,NA,,NA,NA
moher_1999,moher_1999,moher_1999_item8,Introduction,Introduction,,"The explicit clinical problem, biological rationale for the intervention, and rationale for review.",Introduction,Rationale,,Report the rationale(s) of the review,Also adds the a rationale for th selected interventions,NA,NA
moher_1999,moher_1999,moher_1999_item8,Introduction,Introduction,,"The explicit clinical problem, biological rationale for the intervention, and rationale for review.",Introduction,Rationale,,Report a rationale(s) for the selection of a invention(s) in the studies synthesised in the review,Also adds the a rationale for th selected interventions,NA,NA
moher_1999,moher_1999,moher_1999_item9,Methods,Searching,,"The information sources, in detail (eg, databases, registers, personal files, expert informants, agencies, hand-searching), and any restrictions (years considered, publication status, language of publication).",Methodology,Information Sources and Search Strategy,,Report the scientific literature databases used to conduct the literature search,,NA,NA
moher_1999,moher_1999,moher_1999_item9,Methods,Searching,,"The information sources, in detail (eg, databases, registers, personal files, expert informants, agencies, hand-searching), and any restrictions (years considered, publication status, language of publication).",Methodology,Information Sources and Search Strategy,,Report the registries used to conduct the literature search,,NA,NA
moher_1999,moher_1999,moher_1999_item9,Methods,Searching,,"The information sources, in detail (eg, databases, registers, personal files, expert informants, agencies, hand-searching), and any restrictions (years considered, publication status, language of publication).",Methodology,Information Sources and Search Strategy,,Report any limitations set on the search strategy,,NA,NA
moher_2009,moher_2009,moher_2009_item1,Title,Title,1,"Identify the report as a systematic review, meta-analysis, or both.",Title,Title,,Report the methodology of the review,,NA,NA
moher_2009,moher_2009,moher_2009_item10,Methods,Data collection process,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,Data Collection Process and Data Items,,Report the strategy used to extract data from synthesised studies in the review,,NA,NA
moher_2009,moher_2009,moher_2009_item10,Methods,Data collection process,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,Data Collection Process and Data Items,,Report the number of people who conducted the data extraction,,NA,NA
moher_2009,moher_2009,moher_2009_item10,Methods,Data collection process,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,Data Collection Process and Data Items,,Report whether the data extraction was conducted independently or whether reviewers were aware of each other�s decisions,,NA,NA
moher_2009,moher_2009,moher_2009_item11,Methods,Data items,11,"List and define all variables for which data were sought (e.g., PICOS, funding sources) and any assumptions and simplifications made.",Methodology,Data Collection Process and Data Items,,Report all of the data extraction variables,,NA,NA
moher_2009,moher_2009,moher_2009_item12,Methods,Risk of bias in individual studies,12,"Describe methods used for assessing risk of bias of individual studies (including specification of whether this was done at the study or outcome level), and how this information is to be used in any data synthesis.",Methodology,Study Risk of Bias Assessment,,Report the methods used for assessing risk of bias/methodological quality in synthesised studies,,NA,NA
moher_2009,moher_2009,moher_2009_item12,Methods,Risk of bias in individual studies,12,"Describe methods used for assessing risk of bias of individual studies (including specification of whether this was done at the study or outcome level), and how this information is to be used in any data synthesis.",Methodology,Study Risk of Bias Assessment,,Report how the assessment of risk of bias/methological quality was used in the synthesis,,NA,NA
moher_2009,moher_2009,moher_2009_item13,Methods,Summary measures,13,"State the principal summary measures (e.g., risk ratio, difference in means).",Methodology,Effect Measures,,Report the effect size measured,,NA,NA
riley_2010,riley_2010,riley_2010_item17,,,,How individual participant data and non-individual participant data studies were analysed together (if appropriate).,Methodology,Synthesis Methods,,NA,,NA,NA
moher_2009,moher_2009,moher_2009_item15,Methods,Risk of bias across studies,15,"Specify any assessment of risk of bias that may affect the cumulative evidence (e.g., publication bias, selective reporting within studies).",Methodology,Study Risk of Bias Assessment,,NA,,NA,NA
stewart_2015,stewart_2015,stewart_2015_item28,Methods,Synthesis methods,14g,How studies providing IPD and not providing IPD were analysed together (where applicable).,Methodology,Synthesis Methods,,NA,,NA,NA
obrien_2014,obrien_2014,obrien_2014_item12,,Methods,S12 Units of study,"Number and relevant characteristics of participants, documents, or events included in the study; level of participation (could be reported in results)",Results,Study Characteristics,,NA,,NA,NA
APA_2018,APA_2018,APA_2018_item60,Results,,,Number of citations examined for relevance,Results,Study Selection,,NA,,NA,NA
appelbaum_2018,appelbaum_2018,appelbaum_2018_item54,Results,Results,NA,Number of citations examined for relevance,Results,Study Selection,Results,NA,,NA,NA
moher_2009,moher_2009,moher_2009_item2,Abstract,Structured summary,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,Abstract,,NA,,NA,NA
APA_2018,APA_2018,APA_2018_item62,Results,,,Number of citations relevant on many but not all inclusion criteria excluded from the meta‐analysis,Results,Study Selection,,NA,,NA,NA
APA_2018,APA_2018,APA_2018_item63,Results,,,"Number of exclusions for each exclusion criteria (e.g., effect size could not be calculated), with examples",Results,Study Selection,,NA,,NA,NA
atkinson_2014,atkinson_2014,atkinson_2014_item28,General search reporting guidelines,NA,NA,Number of reports excluded due to insufficient information,Results,Study Selection,,NA,,NA,NA
atkinson_2014,atkinson_2014,atkinson_2014_item27,General search reporting guidelines,NA,NA,Number of reports meeting relevance criteria,Results,Study Selection,,NA,,NA,NA
zumsteg_2012,zumsteg_2012,zumsteg_2012_item17,Limitations of the Review,Limitations of the Review,8,Guidance about appropriate generalization or application of review findings.,Discussion,Discussion,,Report how generalisable the conclusions are,,NA,NA
APA_2018,APA_2018,APA_2018_item75,Discussion,,,Guidelines for future research,Discussion,Discussion,,Report the implications of the results for future research,,NA,NA
appelbaum_2018,appelbaum_2018,appelbaum_2018_item66,Discussion,Discussion,NA,Guidelines for future research,Discussion,Discussion,Discussion,Report the implications of the results for future research,,NA,NA
APA_2018,APA_2018,APA_2018_item76,References,,,References,Other,References,,Report a complete reference list with all the references studies,,NA,NA
moher_2009,moher_2009,moher_2009_item3,Introduction,Rationale,3,Describe the rationale for the review in the context of what is already known.,Introduction,Rationale,,Report the rationale(s) of the review,,NA,NA
moher_2009,moher_2009,moher_2009_item3,Introduction,Rationale,3,Describe the rationale for the review in the context of what is already known.,Introduction,Rationale,,Report background information on the given topic of the review,,NA,NA
moher_2009,moher_2009,moher_2009_item4,Introduction,Objectives,4,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction,Objectives,,Report the question(s) the authors aim to address in the review,,NA,NA
moher_2009,moher_2009,moher_2009_item4,Introduction,Objectives,4,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction,Objectives,,"Report an objective/question formulation framework (e.g.,PICO)",,NA,NA
akl_2024,akl_2024,akl_2024_item67,Other information,Registration and protocol,24c,Describe and explain any amendments to information provided at registration or in the protocol.,Other,Registration and protocol,,Report any deviations from the pregistration/protocol,,NA,NA
moher_2009,moher_2009,moher_2009_item6,Methods,Eligibility criteria,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria,,Report the relevant population(s) in eligiblity criteria of the review,,NA,NA
moher_2009,moher_2009,moher_2009_item6,Methods,Eligibility criteria,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria,,Report the relevant study design(s) in eligiblity criteria of the review,,NA,NA
moher_2009,moher_2009,moher_2009_item6,Methods,Eligibility criteria,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria,,Report the relevant timeframe in eligiblity criteria of the review,,NA,NA
moher_2009,moher_2009,moher_2009_item6,Methods,Eligibility criteria,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria,,Report the relevant intervention(s) in eligiblity criteria of the review,,NA,NA
moher_2009,moher_2009,moher_2009_item6,Methods,Eligibility criteria,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,Eligibility Criteria,,Report the relevant comparator(s) in eligiblity criteria of the review,,NA,NA
moher_2009,moher_2009,moher_2009_item7,Methods,Information sources,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,Information Sources and Search Strategy,,Report the scientific literature databases used to conduct the literature search,,NA,NA
moher_2009,moher_2009,moher_2009_item7,Methods,Information sources,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,Information Sources and Search Strategy,,Report any contact with authors of potential studies to retrieve information,,NA,NA
moher_2009,moher_2009,moher_2009_item7,Methods,Information sources,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,Information Sources and Search Strategy,,Report the date of the literature search,,NA,NA
moher_2009,moher_2009,moher_2009_item8,Methods,Search,8,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",Methodology,Information Sources and Search Strategy,,Report the boolean operators used within the scientific literature databases to conduct the literature search,,NA,NA
moher_2009,moher_2009,moher_2009_item8,Methods,Search,8,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",Methodology,Information Sources and Search Strategy,,Report any limitations set on the search strategy,,NA,NA
moher_2009,moher_2009,moher_2009_item9,Methods,Study selection,9,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis).",Methodology,Selection Process,,Report the methods used to decide whether a study met the inclusion criteria of the review,,NA,NA
moher_2015,moher_2015,moher_2015_item1,Administrative Information,Title - Identification,1a,Identify the report as a protocol of a systematic review.,Title,Title,,Report the methodology of the review,,NA,NA
moher_2015,moher_2015,moher_2015_item10,Introduction,Rationale,6,Describe the rationale for the review in the context of what is already known.,Introduction,Rationale,,Report the rationale(s) of the review,,NA,NA
moher_2015,moher_2015,moher_2015_item10,Introduction,Rationale,6,Describe the rationale for the review in the context of what is already known.,Introduction,Rationale,,Report background information on the given topic of the review,,NA,NA
moher_2015,moher_2015,moher_2015_item11,Introduction,Objectives,7,"Provide an explicit statement of the question(s) the review will address with reference to participants, interventions, comparators, and outcomes (PICO).",Introduction,Objectives,,Report the question(s) the authors aim to address in the review,,NA,NA
moher_2015,moher_2015,moher_2015_item11,Introduction,Objectives,7,"Provide an explicit statement of the question(s) the review will address with reference to participants, interventions, comparators, and outcomes (PICO).",Introduction,Objectives,,"Report an objective/question formulation framework (e.g.,PICO)",,NA,NA
moher_2015,moher_2015,moher_2015_item12,Methods,Eligibility criteria,8,"Specify the study characteristics (such as PICO, study design, setting, time frame) and report characteristics (such as years considered, language, publication status) to be used as criteria for eligibility for the review.",Methodology,Eligibility Criteria,,Report the relevant population(s) in eligiblity criteria of the review,,NA,NA
moher_2015,moher_2015,moher_2015_item12,Methods,Eligibility criteria,8,"Specify the study characteristics (such as PICO, study design, setting, time frame) and report characteristics (such as years considered, language, publication status) to be used as criteria for eligibility for the review.",Methodology,Eligibility Criteria,,Report the relevant study design(s) in eligiblity criteria of the review,,NA,NA
moher_2015,moher_2015,moher_2015_item12,Methods,Eligibility criteria,8,"Specify the study characteristics (such as PICO, study design, setting, time frame) and report characteristics (such as years considered, language, publication status) to be used as criteria for eligibility for the review.",Methodology,Eligibility Criteria,,Report the relevant timeframe in eligiblity criteria of the review,,NA,NA
moher_2015,moher_2015,moher_2015_item12,Methods,Eligibility criteria,8,"Specify the study characteristics (such as PICO, study design, setting, time frame) and report characteristics (such as years considered, language, publication status) to be used as criteria for eligibility for the review.",Methodology,Eligibility Criteria,,Report the relevant intervention(s) in eligiblity criteria of the review,,NA,NA
moher_2015,moher_2015,moher_2015_item12,Methods,Eligibility criteria,8,"Specify the study characteristics (such as PICO, study design, setting, time frame) and report characteristics (such as years considered, language, publication status) to be used as criteria for eligibility for the review.",Methodology,Eligibility Criteria,,Report the relevant comparator(s) in eligiblity criteria of the review,,NA,NA
moher_2015,moher_2015,moher_2015_item13,Methods,Information sources,9,"Describe all intended information sources (such as electronic databases, contact with study authors, trial registers or other grey literature sources) with planned dates of coverage.",Methodology,Information Sources and Search Strategy,,Report the scientific literature databases used to conduct the literature search,,NA,NA
moher_2015,moher_2015,moher_2015_item13,Methods,Information sources,9,"Describe all intended information sources (such as electronic databases, contact with study authors, trial registers or other grey literature sources) with planned dates of coverage.",Methodology,Information Sources and Search Strategy,,Report the registries used to conduct the literature search,,NA,NA
moher_2015,moher_2015,moher_2015_item13,Methods,Information sources,9,"Describe all intended information sources (such as electronic databases, contact with study authors, trial registers or other grey literature sources) with planned dates of coverage.",Methodology,Information Sources and Search Strategy,,Report the strategy to retrieve grey literature,,NA,NA
moher_2015,moher_2015,moher_2015_item13,Methods,Information sources,9,"Describe all intended information sources (such as electronic databases, contact with study authors, trial registers or other grey literature sources) with planned dates of coverage.",Methodology,Information Sources and Search Strategy,,Report any contact with authors of potential studies to retrieve information,,NA,NA
moher_2015,moher_2015,moher_2015_item13,Methods,Information sources,9,"Describe all intended information sources (such as electronic databases, contact with study authors, trial registers or other grey literature sources) with planned dates of coverage.",Methodology,Information Sources and Search Strategy,,Report the date of the literature search,,NA,NA
moher_2015,moher_2015,moher_2015_item14,Methods,Search strategy,10,"Present draft of search strategy to be used for at least one electronic database, including planned limits, such that it could be repeated.",Methodology,Information Sources and Search Strategy,,Report the boolean operators used within the scientific literature databases to conduct the literature search,,NA,NA
moher_2015,moher_2015,moher_2015_item14,Methods,Search strategy,10,"Present draft of search strategy to be used for at least one electronic database, including planned limits, such that it could be repeated.",Methodology,Information Sources and Search Strategy,,Report any limitations set on the search strategy,,NA,NA
moher_2015,moher_2015,moher_2015_item15,Methods,Study records - Data management,11a,Describe the mechanism(s) that will be used to manage records and data throughout the review.,Methodology,Selection Process,,Report the software used to manage screening decisions during the literature screening process,,NA,NA
moher_2015,moher_2015,moher_2015_item16,Methods,Study records - Selection process,11b,"State the process that will be used for selecting studies (such as two independent reviewers) through each phase of the review (that is, screening, eligibility and inclusion in meta-analysis).",Methodology,Selection Process,,Report the methods used to decide whether a study met the inclusion criteria of the review,,NA,NA
moher_2015,moher_2015,moher_2015_item16,Methods,Study records - Selection process,11b,"State the process that will be used for selecting studies (such as two independent reviewers) through each phase of the review (that is, screening, eligibility and inclusion in meta-analysis).",Methodology,Selection Process,,Report the number of people which conduct the literature screening,,NA,NA
moher_2015,moher_2015,moher_2015_item16,Methods,Study records - Selection process,11b,"State the process that will be used for selecting studies (such as two independent reviewers) through each phase of the review (that is, screening, eligibility and inclusion in meta-analysis).",Methodology,Selection Process,,Report whether the literature screening was conducted independently or whether reviewers were aware of each other�s decisions,,NA,NA
moher_2015,moher_2015,moher_2015_item17,Methods,Study records - Data collection process,11c,"Describe planned method of extracting data from reports (such as piloting forms, done independently, in duplicate), any processes for obtaining and confirming data from investigators.",Methodology,Data Collection Process and Data Items,,Report the strategy used to extract data from synthesised studies in the review,,NA,NA
moher_2015,moher_2015,moher_2015_item17,Methods,Study records - Data collection process,11c,"Describe planned method of extracting data from reports (such as piloting forms, done independently, in duplicate), any processes for obtaining and confirming data from investigators.",Methodology,Data Collection Process and Data Items,,Report the number of people who conducted the data extraction,,NA,NA
moher_2015,moher_2015,moher_2015_item17,Methods,Study records - Data collection process,11c,"Describe planned method of extracting data from reports (such as piloting forms, done independently, in duplicate), any processes for obtaining and confirming data from investigators.",Methodology,Data Collection Process and Data Items,,Report whether the data extraction was conducted independently or whether reviewers were aware of each other�s decisions,,NA,NA
moher_2015,moher_2015,moher_2015_item18,Methods,Data items,12,"List and define all variables for which data will be sought (such as PICO items, funding sources), any pre-planned data assumptions and simplifications.",Methodology,Data Collection Process and Data Items,,Report all of the data extraction variables,,NA,NA
moher_2015,moher_2015,moher_2015_item19,Methods,Outcomes and prioritization,13,"List and define all outcomes for which data will be sought, including prioritization of main and additional outcomes, with rationale.",Methodology,Data Collection Process and Data Items,,Report all of the outcomes which data was extracted,,NA,NA
moher_2015,moher_2015,moher_2015_item19,Methods,Outcomes and prioritization,13,"List and define all outcomes for which data will be sought, including prioritization of main and additional outcomes, with rationale.",Methodology,Data Collection Process and Data Items,,Report a justification for the variables selected,,NA,NA
moher_2015,moher_2015,moher_2015_item2,Administrative Information,Title - Update,1b,"If the protocol is for an update of a previous systematic review, identify as such.",Title,Title,,NA,,NA,NA
moher_2015,moher_2015,moher_2015_item20,Methods,Risk of bias in individual studies,14,"Describe anticipated methods for assessing risk of bias of individual studies, including whether this will be done at the outcome or study level, or both; state how this information will be used in data synthesis.",Methodology,Study Risk of Bias Assessment,,Report the methods used for assessing risk of bias/methodological quality in synthesised studies,,NA,NA
moher_2015,moher_2015,moher_2015_item20,Methods,Risk of bias in individual studies,14,"Describe anticipated methods for assessing risk of bias of individual studies, including whether this will be done at the outcome or study level, or both; state how this information will be used in data synthesis.",Methodology,Study Risk of Bias Assessment,,Report the level of the risk of bias/methodological quality assessment,,NA,NA
moher_2015,moher_2015,moher_2015_item20,Methods,Risk of bias in individual studies,14,"Describe anticipated methods for assessing risk of bias of individual studies, including whether this will be done at the outcome or study level, or both; state how this information will be used in data synthesis.",Methodology,Study Risk of Bias Assessment,,Report how the assessment of risk of bias/methological quality was used in the synthesis,,NA,NA
moher_2015,moher_2015,moher_2015_item21,Methods,Data synthesis - Criteria for synthesis,15a,Describe criteria under which study data will be quantitatively synthesised.,Methodology,Eligibility Criteria,,Report the methods used to decide whether a study met the inclusion criteria of the review,,NA,NA
APA_2018,APA_2018,APA_2018_item52,Methods,Statistical Methods,,How studies with more than one effect size were handled,Methodology,Synthesis Methods,,Repord how dependency among effect size estimates was handled,,NA,NA
page_2021,page_2021_extended,page_2021_extended_item23,Methods,Information sources,6.element1,Specify the date when each source was last searched or consulted.,Methodology,Information Sources and Search Strategy,,Report the date of the literature search,,NA,NA
page_2021,page_2021_extended,page_2021_extended_item24,Methods,Information sources,6.element2,"For bibliographic databases: give the database name, interface/platform, and dates of coverage.",Methodology,Information Sources and Search Strategy,,Report the scientific literature databases used to conduct the literature search,,NA,NA
page_2021,page_2021_extended,page_2021_extended_item24,Methods,Information sources,6.element2,"For bibliographic databases: give the database name, interface/platform, and dates of coverage.",Methodology,Information Sources and Search Strategy,,Report the date of the literature search,,NA,NA
moher_2015,moher_2015,moher_2015_item25,Methods,Meta-bias(es),16,"Specify any planned assessment of meta-bias(es) (such as publication bias across studies, selective reporting within studies).",Methodology,Study Risk of Bias Assessment,,Report the methods used for assessing risk of bias/methodological quality in synthesised studies,,NA,NA
moher_2015,moher_2015,moher_2015_item26,Methods,Confidence in cumulative evidence,17,Describe how the strength of the body of evidence will be assessed (such as GRADE).,Methodology,Certianty assessment,,Report the methods used for assessing risk of bias/methodological quality in synthesised studies,,NA,NA
akl_2024,akl_2024,akl_2024_item66,Other information,Registration and protocol,24b,"Indicate where the review protocol can be accessed, or state that a protocol was not prepared.",Other,Registration and protocol,,Report if a preregistration/protocol is publicly available,,NA,NA
akl_2024,akl_2024,akl_2024_item65,Other information,Registration and protocol,24a,"Provide registration information for the review, including register name and registration number, or state that the review was not registered.",Other,Registration and protocol,,Report the registries name for the preregistration/protocol,,NA,NA
akl_2024,akl_2024,akl_2024_item65,Other information,Registration and protocol,24a,"Provide registration information for the review, including register name and registration number, or state that the review was not registered.",Other,Registration and protocol,,Report the registration number/doi of the preregistration/protocol,,NA,NA
akl_2024,akl_2024,akl_2024_item65,Other information,Registration and protocol,24a,"Provide registration information for the review, including register name and registration number, or state that the review was not registered.",Other,Registration and protocol,,Report if a preregistration/protocol is publicly available,,NA,NA
eden_2011,eden_2011,eden_2011_item4,Summary written for the lay public,NA,5.1.4,Include a summary written for the lay public,Abstract,Significance statement,,NA,,NA,NA
haddaway_2018,haddaway_2018_systematic.review,haddaway_2018_systematic.review_item6,Stakeholder engagement,Stakeholder engagement,NA,"The actual role of stakeholders throughout the review process (e.g. in the<a0>formulation of the question) must be described and explained (using a broad definition of <91>stakeholder<92>, including e.g. researchers, funders and other decision-makers; see [2])",Introduction,Objectives,,NA,,NA,NA
haddaway_2018,haddaway_2018_systematic.map,haddaway_2018_systematic.map_item6,Stakeholder engagement,Stakeholder engagement,NA,"The actual role of stakeholders throughout the review process (e.g. in the<a0>formulation of the question) must be described and explained (using a broad definition of <91>stakeholder<92>, including e.g. researchers, funders and other decision-makers; see [3])",Introduction,Objectives,,NA,,NA,NA
haddaway_2018,haddaway_2018_systematic.map.protocol,haddaway_2018_systematic.map.protocol_item6,Stakeholder engagement,Stakeholder engagement,NA,The planned/actual role of stakeholders throughout the review process (e.g. in the formulation of the question) must be described and explained,Introduction,Objectives,,NA,,NA,NA
haddaway_2018,haddaway_2018_systematic.review.protocol,haddaway_2018_systematic.review.protocol_item6,Stakeholder engagement,Stakeholder engagement,NA,The planned/actual role of stakeholders throughout the review process (e.g. in the formulation of the question) must be described and explained,Introduction,Objectives,,NA,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item1,Title,Title,1,Identify the report as a bibliometric review in the title.,Title,Title,,Report the methodology of the review,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item10,Methods,Methods,10,"Remove the irrelevant articles; inspection to eliminate duplicate and unrelated articles (after evaluation of the title, abstract and content).",Methodology,Selection Process,,Report the stategy to remove duplicate search result hits,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item11,Methods,Methods,11,Assessment of papers by three authors and the use of assessing checklists.,Methodology,Study Risk of Bias Assessment,,NA,,NA,NA
tong_2012,tong_2012,tong_2012_item16,Number of reviewers,NA,16,Identify who was involved in coding and analysis.,Methodology,Synthesis Methods,,Report the people who conducted the statistical analysis,,NA,NA
atkinson_2014,atkinson_2014,atkinson_2014_item26,General search reporting guidelines,NA,NA,Number of reports retained after initial screening,Results,Study Selection,,NA,,NA,NA
APA_2018,APA_2018,APA_2018_item66,Results,,,"Overall characteristics of the database (e.g., number of studies with different research designs)",Results,Data Characteristics,,NA,,NA,NA
APA_2018,APA_2018,APA_2018_item67,Results,,,"Overall effect size estimates, including measures of uncertainty (e.g., confidence and/or credibility intervals)",Results,Synthesis results,,NA,,NA,NA
odea_2020,odea_2020,odea_2020_item64,Results of study selection process,,19.4,Present a Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA)-like flowchart (www.prisma-statement.org).,Results,Study Selection,,NA,,NA,NA
brooke_2021,brooke_2021,brooke_2021_item33,,Reporting of Conclusions,,Guidelines for future research,Discussion,Discussion,,Report the implications of the results for future research,,NA,NA
stroup_2000,stroup_2000,stroup_2000_item33,Reporting of Conclusions,,,Guidelines for future research,Discussion,Discussion,,Report the implications of the results for future research,,NA,NA
sinha_2024,sinha_2024,sinha_2024_item40,,Strength and limitation,,How valuable are the study results?,Discussion,Discussion,,Report any strengths in the review process,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item2,Title,Title,2,Indicate the key issues/topics under investigation and coverage of time period.,Title,Title,,Report the aim(s) of the review,,NA,NA
levitt_2018,levitt_2018,levitt_2018_item56,Discussion,Discussion subsections,,"Identify the strengths and limitations of the meta-study (e.g., consider how the quality or source or types of the data or analytic process might support or weaken its methodological integrity).",Discussion,Discussion,,Report any limitations in the review process,,NA,NA
levitt_2018,levitt_2018,levitt_2018_item56,Discussion,Discussion subsections,,"Identify the strengths and limitations of the meta-study (e.g., consider how the quality or source or types of the data or analytic process might support or weaken its methodological integrity).",Discussion,Discussion,,Report any strengths in the review process,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item3,Abstract,Abstract,3,"Structured summary including (as applicable): background, methods, results (key findings) and conclusions.",Abstract,Abstract,,NA,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item4,Introduction/ Background,Introduction/ Background,4,Present review of existing knowledge and epidemiological information.,Introduction,Rationale,,Report background information on the given topic of the review,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item5,Introduction/ Background,Introduction/ Background,5,Statement of the objective(s) or question(s).,Introduction,Objectives,,Report the question(s) the authors aim to address in the review,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item6,Methods,Methods,6,"Describe all information sources (such as electronic databases, contact with study authors, trial registers or other grey literature sources).",Methodology,Information Sources and Search Strategy,,Report the scientific literature databases used to conduct the literature search,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item6,Methods,Methods,6,"Describe all information sources (such as electronic databases, contact with study authors, trial registers or other grey literature sources).",Methodology,Information Sources and Search Strategy,,Report the registries used to conduct the literature search,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item6,Methods,Methods,6,"Describe all information sources (such as electronic databases, contact with study authors, trial registers or other grey literature sources).",Methodology,Information Sources and Search Strategy,,Report the strategy to retrieve grey literature,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item6,Methods,Methods,6,"Describe all information sources (such as electronic databases, contact with study authors, trial registers or other grey literature sources).",Methodology,Information Sources and Search Strategy,,Report any contact with authors of potential studies to retrieve information,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item7,Methods,Methods,7,"Keywords and systematization criteria (date of search, language, type of document) for the search.",Methodology,Information Sources and Search Strategy,,Report the date of the literature search,,NA,NA
montazeri_2023,montazeri_2023,montazeri_2023_item7,Methods,Methods,7,"Keywords and systematization criteria (date of search, language, type of document) for the search.",Methodology,Information Sources and Search Strategy,,Report the language of the literature search,,NA,NA
