study_id,checklist,checklist_item_id,section,topic,reporting_item_number,reporting_item,standardised_section,language,check 
mcinnes_2018,mcinnes_2018,mcinnes_2018_item14,methods,synthesis of results,14,"Describe methods of handling data, combining results of studies and describing variability between studies. This could include, but is not limited to: a) handling of multiple definitions of target condition. b) handling of multiple thresholds of test positivity, c) handling multiple index test readers, d) handling of indeterminate test results, e) grouping and comparing tests, f) handling of different reference standards",Methodology,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item15,methods,meta-analysis,d2,"Report the statistical methods used for meta-analyses, if performed.",Methodology,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item16,methods,additional analyses,16,"Describe methods of additional analyses (e.g., sensitivity or subgroup analyses, meta-regression), if done, indicating which were pre-specified. ",Methodology,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item17,results,study selection,17,"Provide numbers of studies screened, assessed for eligibility, included in the review (and included in meta-analysis, if applicable) with reasons for exclusions at each stage, ideally with a flow diagram. ",Results,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item18,results,study characteristics,18,"For each included study provide citations and present key characteristics including: a) participant characteristics (presentation, prior testing), b) clinical setting, c) study design, d) target condition definition, e) index test, f) reference standard, g) sample size, h) funding sources",Other Information,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item19,results,risk of bias and applicability,19,Present evaluation of risk of bias and concerns regarding applicability for each study.,Results,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item2,introduction,rationale,3,Describe the rationale for the review in the context of what is already known. ,Introduction,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item20,results,results of individual studies,20,"For each analysis in each study (e.g. unique combination of index test, reference standard, and positivity threshold) report 2x2 data (TP, FP, FN, TN) with estimates of diagnostic accuracy and confidence intervals, ideally with a forest or receiver operator characteristic (ROC) plot.",Results,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item21,results,synthesis of results,21,"Describe test accuracy, including variability; if meta-analysis was done, include results and confidence intervals.",Results,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item22,results,additional analysis,23,"Give results of additional analyses, if done (e.g., sensitivity or subgroup analyses, meta-regression; analysis of index test: failure rates, proportion of inconclusive results, adverse events).",Results,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item23,discussion,summary of evidence,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item24,discussion,limitations,25,Discuss limitations from included studies (e.g. risk of bias and concerns regarding applicability) and from the review process (e.g. incomplete retrieval of identified research).,Discussion,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item25,discussion,conclusions,26,Provide a general interpretation of the results in the context of other evidence. Discuss implications for future research and clinical practice (e.g. the intended use and clinical role of the index test).,Discussion,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item26,funding,funding,27,"For the systematic review, describe the sources of funding and other support and the role of the funders.",Other Information,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item3,introduction,clinical role of index test,d1,"State the scientific and clinical background, including the intended use and clinical role of the index test, and if applicable, the rationale for minimally acceptable test accuracy (or minimum difference in accuracy for comparative design).",Introduction,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item4,introduction,objectives,4,"Provide an explicit statement of question(s) being addressed in terms of participants, index test(s), and target condition(s).",Introduction,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item5,methods,protocol and registration,5,"Indicate if a review protocol exists, if and where it can be accessed (e.g., Web address), and, if available, provide registration information including registration number. ",Other Information,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item6,methods,eligibility criteria,6,"Specify study characteristics (participants, setting, index test(s), reference standard(s), target condition(s), and study design) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item7,methods,information sources,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched. ",Methodology,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item8,methods,search,8,"Present full search strategies for all electronic databases and other sources searched, including any limits used, such that they could be repeated.",Methodology,english,km
mcinnes_2018,mcinnes_2018,mcinnes_2018_item9,methods,study selection,9,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis). ",Methodology,english,km
moher_1999,moher_1999,moher_1999_item1,Title,Title,,Identify the report as a meta-analysis [or systematic review] of RCTs.,Title,english,km
moher_1999,moher_1999,moher_1999_item10,Methods,Selection,,"The inclusion and exclusion criteria (defining population, intervention, principal outcomes, and study design).",Methodology,english,km
moher_1999,moher_1999,moher_1999_item11,Methods,Validity assessment,,"The criteria and process used (eg, masked conditions, quality assessment, and their findings).",Methodology,english,km
moher_1999,moher_1999,moher_1999_item12,Methods,Data abstraction,,"The process or processes used (eg, completed independently, in duplicate).",Methodology,english,km
moher_1999,moher_1999,moher_1999_item13,Methods,Study characteristics,,"The type of study design, participant characteristics, details of intervention, outcome definitions, and how clinical heterogeneity was assessed.",Methodology,english,km
moher_1999,moher_1999,moher_1999_item14,Methods,Quantitative data synthesis,,"The principal measures of effect (eg, relative risk), method of combining results (statistical testing and confidence intervals), handling of missing data; how statistical heterogeneity was assessed; a rationale for any a-priori sensitivity and subgroup analyses; and any assessment of publication bias.",Methodology,english,km
moher_1999,moher_1999,moher_1999_item15,Results,Trial flow,,Provide a meta-analysis profile summarising trial flow (see figure).,Results,english,km
moher_1999,moher_1999,moher_1999_item16,Results,Study characteristics,,"Present descriptive data for each trial (eg, age, sample size, intervention, dose, duration, follow-up period).",Results,english,km
moher_1999,moher_1999,moher_1999_item17,Results,Quantitative data synthesis,,"Report agreement on the selection and validity assessment; present simple summary results (for each treatment group in each trial, for each primary outcome); present data needed to calculate effect sizes and confidence intervals in intention-to-treat analyses (eg 2x2 tables of counts, means and SDs, proportions).",Results,english,km
moher_1999,moher_1999,moher_1999_item18,Discussion,Discussion,,Summarise key findings; discuss clinical inferences based on internal and external validity; interpret the results in light of the totality of available evidence; describe potential limitations and implications.,Discussion,english,km
moher_1999,moher_1999,moher_1999_item2,Abstract,Abstract,,Use a structured format.,Abstract,english,km
moher_1999,moher_1999,moher_1999_item3,Abstract,Describe Objectives,,The clinical question explicitly.,Abstract,english,km
moher_1999,moher_1999,moher_1999_item4,Abstract,Data sources,,"The databases (ie, list) and other information sources.",Abstract,english,km
moher_1999,moher_1999,moher_1999_item5,Abstract,Review methods,,"The selection criteria (ie, population, intervention, outcome, and study design); methods for validity assessment, data abstraction, and study characteristics, and quantitative data synthesis in sufficient detail to permit replication.",Abstract,english,km
moher_1999,moher_1999,moher_1999_item6,Abstract,Results,,"Characteristics of the RCTs included and excluded; qualitative and quantitative findings (ie, point estimates and confidence intervals); and subgroup analyses.",Abstract,english,km
moher_1999,moher_1999,moher_1999_item7,Abstract,Conclusion,,The main results.,Abstract,english,km
moher_1999,moher_1999,moher_1999_item8,Introduction,Introduction,,"The explicit clinical problem, biological rationale for the intervention, and rationale for review.",Introduction,english,km
moher_1999,moher_1999,moher_1999_item9,Methods,Searching,,"The information sources, in detail (eg, databases, registers, personal files, expert informants, agencies, hand-searching), and any restrictions (years considered, publication status, language of publication).",Methodology,english,km
moher_2009,moher_2009,moher_2009_item1,Title,Title,1,"Identify the report as a systematic review, meta-analysis, or both.",Title,english,km
moher_2009,moher_2009,moher_2009_item10,Methods,Data collection process,10,"Describe method of data extraction from reports (e.g., piloted forms, independently, in duplicate) and any processes for obtaining and confirming data from investigators.",Methodology,english,km
moher_2009,moher_2009,moher_2009_item11,Methods,Data items,11,"List and define all variables for which data were sought (e.g., PICOS, funding sources) and any assumptions and simplifications made.",Methodology,english,km
moher_2009,moher_2009,moher_2009_item12,Methods,Risk of bias in individual studies,12,"Describe methods used for assessing risk of bias of individual studies (including specification of whether this was done at the study or outcome level), and how this information is to be used in any data synthesis.",Methodology,english,km
moher_2009,moher_2009,moher_2009_item13,Methods,Summary measures,13,"State the principal summary measures (e.g., risk ratio, difference in means).",Methodology,english,km
moher_2009,moher_2009,moher_2009_item14,Methods,Synthesis of results,14,"Describe the methods of handling data and combining results of studies, if done, including measures of consistency (e.g., I2) for each meta-analysis.",Methodology,english,km
moher_2009,moher_2009,moher_2009_item15,Methods,Risk of bias across studies,15,"Specify any assessment of risk of bias that may affect the cumulative evidence (e.g., publication bias, selective reporting within studies).",Methodology,english,km
moher_2009,moher_2009,moher_2009_item16,Methods,Additional analyses,16,"Describe methods of additional analyses (e.g., sensitivity or subgroup analyses, meta-regression), if done, indicating which were pre-specified.",Methodology,english,km
moher_2009,moher_2009,moher_2009_item17,Results,Study selection,17,"Give numbers of studies screened, assessed for eligibility, and included in the review, with reasons for exclusions at each stage, ideally with a flow diagram.",Results,english,km
moher_2009,moher_2009,moher_2009_item18,Results,Study characteristics,18,"For each study, present characteristics for which data were extracted (e.g., study size, PICOS, follow-up period) and provide the citations.",Results,english,km
moher_2009,moher_2009,moher_2009_item19,Results,Risk of bias within studies,19,"Present data on risk of bias of each study and, if available, any outcome-level assessment (see Item 12).",Results,english,km
moher_2009,moher_2009,moher_2009_item2,Abstract,Structured summary,2,"Provide a structured summary including, as applicable: background; objectives; data sources; study eligibility criteria, participants, and interventions; study appraisal and synthesis methods; results; limitations; conclusions and implications of key findings; systematic review registration number.",Abstract,english,km
moher_2009,moher_2009,moher_2009_item20,Results,Results of individual studies,20,"For all outcomes considered (benefits or harms), present, for each study: (a) simple summary data for each intervention group and (b) effect estimates and confidence intervals, ideally with a forest plot.",Results,english,km
moher_2009,moher_2009,moher_2009_item21,Results,Synthesis of results,21,"Present results of each meta-analysis done, including confidence intervals and measures of consistency.",Results,english,km
moher_2009,moher_2009,moher_2009_item22,Results,Risk of bias across studies,22,Present results of any assessment of risk of bias across studies  (see Item 15).,Results,english,km
moher_2009,moher_2009,moher_2009_item23,Results,Additional analysis,23,"Give results of additional analyses, if done (e.g., sensitivity or subgroup analyses, meta-regression) (see Item 16).",Results,english,km
moher_2009,moher_2009,moher_2009_item24,Discussion,Summary of evidence,24,"Summarize the main findings including the strength of evidence for each main outcome; consider their relevance to key groups (e.g., health care providers, users, and policy makers).",Discussion,english,km
moher_2009,moher_2009,moher_2009_item25,Discussion,Limitations,25,"Discuss limitations at study and outcome level (e.g., risk of bias), and at review level (e.g., incomplete retrieval of identified research, reporting bias).",Discussion,english,km
moher_2009,moher_2009,moher_2009_item26,Discussion,Conclusions,26,"Provide a general interpretation of the results in the context of other evidence, and implications for future research.",Discussion,english,km
moher_2009,moher_2009,moher_2009_item27,Funding,Funding,27,"Describe sources of funding for the systematic review and other support (e.g., supply of data); role of funders for the systematic review.",Other Information,english,km
moher_2009,moher_2009,moher_2009_item3,Introduction,Rationale,3,Describe the rationale for the review in the context of what is already known.,Introduction,english,km
moher_2009,moher_2009,moher_2009_item4,Introduction,Objectives,4,"Provide an explicit statement of questions being addressed with reference to participants, interventions, comparisons, outcomes, and study design (PICOS).",Introduction,english,km
moher_2009,moher_2009,moher_2009_item5,Methods,Protocol and registration,5,"Indicate if a review protocol exists, if and where it can be accessed (e.g., Web address), and, if available, provide registration information including registration number.",Other Information,english,km
moher_2009,moher_2009,moher_2009_item6,Methods,Eligibility criteria,6,"Specify study characteristics (e.g., PICOS, length of follow-up) and report characteristics (e.g., years considered, language, publication status) used as criteria for eligibility, giving rationale.",Methodology,english,km
moher_2009,moher_2009,moher_2009_item7,Methods,Information sources,7,"Describe all information sources (e.g., databases with dates of coverage, contact with study authors to identify additional studies) in the search and date last searched.",Methodology,english,km
moher_2009,moher_2009,moher_2009_item8,Methods,Search,8,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated.",Methodology,english,km
moher_2009,moher_2009,moher_2009_item9,Methods,Study selection,9,"State the process for selecting studies (i.e., screening, eligibility, included in systematic review, and, if applicable, included in the meta-analysis).",Methodology,english,km
moher_2015,moher_2015,moher_2015_item1,Administrative Information,Title - Identification,1a,Identify the report as a protocol of a systematic review.,Title,english,km
moher_2015,moher_2015,moher_2015_item10,Introduction,Rationale,6,Describe the rationale for the review in the context of what is already known.,Introduction,english,km
moher_2015,moher_2015,moher_2015_item11,Introduction,Objectives,7,"Provide an explicit statement of the question(s) the review will address with reference to participants, interventions, comparators, and outcomes (PICO).",Introduction,english,km
moher_2015,moher_2015,moher_2015_item12,Methods,Eligibility criteria,8,"Specify the study characteristics (such as PICO, study design, setting, time frame) and report characteristics (such as years considered, language, publication status) to be used as criteria for eligibility for the review.",Methodology,english,km
moher_2015,moher_2015,moher_2015_item13,Methods,Information sources,9,"Describe all intended information sources (such as electronic databases, contact with study authors, trial registers or other grey literature sources) with planned dates of coverage.",Methodology,english,km
moher_2015,moher_2015,moher_2015_item14,Methods,Search strategy,10,"Present draft of search strategy to be used for at least one electronic database, including planned limits, such that it could be repeated.",Methodology,english,km
moher_2015,moher_2015,moher_2015_item15,Methods,Study records - Data management,11a,Describe the mechanism(s) that will be used to manage records and data throughout the review.,Methodology,english,km
moher_2015,moher_2015,moher_2015_item16,Methods,Study records - Selection process,11b,"State the process that will be used for selecting studies (such as two independent reviewers) through each phase of the review (that is, screening, eligibility and inclusion in meta-analysis).",Methodology,english,km
moher_2015,moher_2015,moher_2015_item17,Methods,Study records - Data collection process,11c,"Describe planned method of extracting data from reports (such as piloting forms, done independently, in duplicate), any processes for obtaining and confirming data from investigators.",Methodology,english,km
moher_2015,moher_2015,moher_2015_item18,Methods,Data items,12,"List and define all variables for which data will be sought (such as PICO items, funding sources), any pre-planned data assumptions and simplifications.",Methodology,english,km
moher_2015,moher_2015,moher_2015_item19,Methods,Outcomes and prioritization,13,"List and define all outcomes for which data will be sought, including prioritization of main and additional outcomes, with rationale.",Methodology,english,km
moher_2015,moher_2015,moher_2015_item2,Administrative Information,Title - Update,1b,"If the protocol is for an update of a previous systematic review, identify as such.",Title,english,km
moher_2015,moher_2015,moher_2015_item20,Methods,Risk of bias in individual studies,14,"Describe anticipated methods for assessing risk of bias of individual studies, including whether this will be done at the outcome or study level, or both; state how this information will be used in data synthesis.",Methodology,english,km
moher_2015,moher_2015,moher_2015_item21,Methods,Data synthesis - Criteria for synthesis,15a,Describe criteria under which study data will be quantitatively synthesised.,Methodology,english,km
moher_2015,moher_2015,moher_2015_item22,Methods,Data synthesis - Quantitative methods,15b,"If data are appropriate for quantitative synthesis, describe planned summary measures, methods of handling data and methods of combining data from studies, including any planned exploration of consistency (such as I2).",Methodology,english,km
moher_2015,moher_2015,moher_2015_item23,Methods,Data synthesis - Additional analyses,15c,"Describe any proposed additional analyses (such as sensitivity or subgroup analyses, meta-regression).",Methodology,english,km
moher_2015,moher_2015,moher_2015_item24,Methods,Data synthesis - Qualitative summary,15d,"If quantitative synthesis is not appropriate, describe the type of summary planned.",Methodology,english,km
moher_2015,moher_2015,moher_2015_item25,Methods,Meta-bias(es),16,"Specify any planned assessment of meta-bias(es) (such as publication bias across studies, selective reporting within studies).",Methodology,english,km
moher_2015,moher_2015,moher_2015_item26,Methods,Confidence in cumulative evidence,17,Describe how the strength of the body of evidence will be assessed (such as GRADE).,Methodology,english,km
moher_2015,moher_2015,moher_2015_item3,Administrative Information,Registration,2,"If registered, provide the name of the registry (such as PROSPERO) and registration number.",Other Information,english,km
moher_2015,moher_2015,moher_2015_item4,Administrative Information,Authors - Contact,3a,"Provide name, institutional affiliation, e-mail address of all protocol authors; provide physical mailing address of corresponding author.",Other Information,english,km
moher_2015,moher_2015,moher_2015_item5,Administrative Information,Authors - Contributions,3b,Describe contributions of protocol authors and identify the guarantor of the review.,Other Information,english,km
moher_2015,moher_2015,moher_2015_item6,Administrative Information,Amendments,4,"If the protocol represents an amendment of a previously completed or published protocol, identify as such and list changes; otherwise, state plan for documenting important protocol amendments.",Other Information,english,km
moher_2015,moher_2015,moher_2015_item7,Administrative Information,Support - Sources,5a,Indicate sources of financial or other support for the review.,Other Information,english,km
moher_2015,moher_2015,moher_2015_item8,Administrative Information,Support - Sponsor,5b,Provide name for the review funder and/or sponsor.,Other Information,english,km
moher_2015,moher_2015,moher_2015_item9,Administrative Information,Support - Role of sponsor or funder,5c,"Describe roles of funder(s), sponsor(s), and/or institution(s), if any, in developing the protocol.",Other Information,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item1,Title,Title,1,Identify the report as a bibliometric review in the title.,Title,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item10,Methods,Methods,10,"Remove the irrelevant articles; inspection to eliminate duplicate and unrelated articles (after evaluation of the title, abstract and content).",Methodology,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item11,Methods,Methods,11,Assessment of papers by three authors and the use of assessing checklists.,Methodology,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item12,Methods,Methods,12,"Describe the methods used for summarizing, handling, synthesis, tabulations or schematic displays. Describe how the data were analysed.",Methodology,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item13,Results,Results,13,"- Provide details of the search and selection process in a flow diagram. - Number of citations retrieved (number of publication, year of publication, type of documents, country of publication, articles with the highest impact, most impactful authors, most impactful articles, authors with the highest production, top journals, top institutions, …).",Results,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item14,Results,Results,14,"Summarize and/or present the schematic maps and trends using an appropriate software to present citations, journals, authors, top journals, time trends, emerging literature, and any relevant indicators (as applicable).",Results,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item15,Results,Results,15,"General recommendation: Studies under consideration could be summarized and organized by different subtitles and different scenarios. Regardless, results need to be presented in separate tables covering each subtitle. The followings are some options that could help to summarize the findings.

Option 1:
- Start the presentation with a historical view [when and who first published on the topic].
- Report on review papers. The result should be listed in a separate table. Also, specify the review type (scoping review, narrative review, systematic review, and meta-analysis).
- Summarize the findings according to the study designs and main study types.

Option 2:
- Start the presentation with a historical view [when and who first published on the topic].
- Report on review papers. The result should be listed in a separate table. Also, indicate the review type (scoping review, narrative review, systematic review, and meta-analysis) should be specified. 
- Summarize the findings according to outcome measures or populations.

Option 3:
- Start the presentation with a historical view [when and who first published on the topic].
- Report on review papers. The result should be listed in a separate table. Also, specify the review type (scoping review, narrative review, systematic review, and meta-analysis).
- Summarize the findings according to concept.

Option 4:
- Start the presentation with a historical view [when and who first published on the topic].
- Report on review papers. The result should be listed in a separate table, and also specify the review type (scoping review, narrative review, systematic review, and meta-analysis).
- Summarize the findings according to different subtitles relevant to the main topic.",Results,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item16,Results,Results,16,"Synthesize the findings as much as possible, find the gap, and propose a model, hypothesis, etc. (if applicable).",Results,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item17,Discussion,Discussion,17,Summarize the main findings. The findings should be presented in more 'general' or 'accessible' terms.,Discussion,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item18,Discussion,Discussion,18,"Include interpretation consistent with results. Explanations for observed outcomes, similarities, and differences reported would be essential.",Discussion,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item19,Discussion,Discussion,19,Discuss the strengths and limitations.,Discussion,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item2,Title,Title,2,Indicate the key issues/topics under investigation and coverage of time period.,Title,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item20,Discussion,Discussion,20,"Provide a general interpretation of the results with respect to the review questions and objectives, as well as potential implications.",Discussion,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item3,Abstract,Abstract,3,"Structured summary including (as applicable): background, methods, results (key findings) and conclusions.",Abstract,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item4,Introduction/ Background,Introduction/ Background,4,Present review of existing knowledge and epidemiological information.,Introduction,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item5,Introduction/ Background,Introduction/ Background,5,Statement of the objective(s) or question(s).,Introduction,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item6,Methods,Methods,6,"Describe all information sources (such as electronic databases, contact with study authors, trial registers or other grey literature sources).",Methodology,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item7,Methods,Methods,7,"Keywords and systematization criteria (date of search, language, type of document) for the search.",Methodology,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item8,Methods,Methods,8,The period that the review covers and the justification.,Methodology,english,km
montazeri_2023,montazeri_2023,montazeri_2023_item9,Methods,Methods,9,"Describe all inclusion and exclusion criteria; languages; study design, type of publication and time period.",Methodology,english,km
muller_2018,muller_2018,muller_2018_item1,NA,NA,NA,The research question is specifically defined,Introduction,english,km
muller_2018,muller_2018,muller_2018_item10,NA,NA,NA,The meta-analysis includes diagnostics,Methodology,english,km
muller_2018,muller_2018,muller_2018_item2,NA,NA,NA,The literature search was systematic,Methodology,english,km
muller_2018,muller_2018,muller_2018_item3,NA,NA,NA,Detailed inclusion and exclusion criteria are included,Methodology,english,km
muller_2018,muller_2018,muller_2018_item4,NA,NA,NA,Sample overlap was taken into account,Methodology,english,km
muller_2018,muller_2018,muller_2018_item5,NA,NA,NA,All experiments use the same search coverage,Methodology,english,km
muller_2018,muller_2018,muller_2018_item6,NA,NA,NA,Studies are converted to a common reference space,Methodology,english,km
muller_2018,muller_2018,muller_2018_item7,NA,NA,NA,Data extraction have been conducted by two investigators or double checked,Methodology,english,km
muller_2018,muller_2018,muller_2018_item8,NA,NA,NA,"The paper includes a table with references, study description, contrasts and samples",Methodology,english,km
muller_2018,muller_2018,muller_2018_item9,NA,NA,NA,The study protocol was previously registered and all analyses planned beforehand,Other Information,english,km
murad_2017,murad_2017,murad_2017_item1,Title,Title,,Identify the report as a meta-epidemiologic study.,Title,english,km
murad_2017,murad_2017,murad_2017_item10,Methods,Data collection process,,"Describe method of data extraction from reports (eg, piloted forms, independently, in duplicate) and any processes used for manipulating data or obtaining and confirming data from investigators.",Methodology,english,km
murad_2017,murad_2017,murad_2017_item11,Methods,Data items,,List and define all variables for which data were sought and any assumptions and imputations made.,Methodology,english,km
murad_2017,murad_2017,murad_2017_item12,Methods,Risk of bias in individual studies,,"If risk of bias assessment of individual studies was relevant to the analysis, describe the items used and how this information is to be used during data synthesis.",Methodology,english,km
murad_2017,murad_2017,murad_2017_item13,Methods,Summary measures,,"State the principal summary measures (eg, ratio of risk ratios, difference in means) and explain its meaning and direction to readers.",Methodology,english,km
murad_2017,murad_2017,murad_2017_item14,Methods,Synthesis of results,,"Describe the statistical or descriptive methods of synthesis including measures of consistency if relevant. If applicable, describe the development of statistical or simulation modelling based on theoretical background. Describe and justify assumptions and computational approximations. Describe methods of additional analyses (eg, sensitivity or subgroup analyses, meta-regression), if done, indicating which were prespecified.",Methodology,english,km
murad_2017,murad_2017,murad_2017_item15,Results,Study selection,,"Give numbers of studies assessed for eligibility and included in the study, with reasons for exclusions at each stage, ideally with a flow diagram. Present a measure of inter-reviewer agreement (eg, kappa statistic).",Results,english,km
murad_2017,murad_2017,murad_2017_item16,Results,Study characteristics,,"For each study, present characteristics for which data were extracted and provide the citations. Clinical characteristics may not always be relevant.",Results,english,km
murad_2017,murad_2017,murad_2017_item17,Results,Risk of bias within studies,,"If risk of bias assessment of individual studies was used in the meta-epidemiological analysis, report risk of bias indicators of each study to allow replication of findings.",Results,english,km
murad_2017,murad_2017,murad_2017_item18,Results,Results of individual studies,,Present data elements used in the meta-epidemiological analysis from each study (results of clinical outcomes may not be relevant).,Results,english,km
murad_2017,murad_2017,murad_2017_item19,Results,Synthesis of results,,"Present results of statistical analysis done, including measures of precision and measures of consistency. Present validity of assumptions and fit of statistical or simulation modelling, if applicable.",Results,english,km
murad_2017,murad_2017,murad_2017_item2,Abstract,Structured summary,,"Provide a structured summary that includes the background of the topic, goal of the study, data sources, method of data selection, appraisal and synthesis methods, results, limitations, conclusions and implications of key findings.",Abstract,english,km
murad_2017,murad_2017,murad_2017_item20,Results,Additional analysis,,"Give results of additional analyses, if done (eg, sensitivity or subgroup analyses, meta-regression).",Results,english,km
murad_2017,murad_2017,murad_2017_item21,Discussion,Summary of evidence,,"Summarise the main findings and compare them with existing knowledge about the topic. The quality of evidence may not be relevant; however, investigators should describe their certainty in the results to readers.",Discussion,english,km
murad_2017,murad_2017,murad_2017_item22,Discussion,Limitations,,"Discuss limitations at research methodology level (eg, likelihood of reporting or publication bias).",Discussion,english,km
murad_2017,murad_2017,murad_2017_item23,Discussion,Conclusions,,Provide general interpretation of the results and implications for future research. Provide any plausible impact on clinical practice.,Discussion,english,km
murad_2017,murad_2017,murad_2017_item24,Funding,Funding,,Describe sources of funding for the methodology research and role of funders.,Other Information,english,km
murad_2017,murad_2017,murad_2017_item3,Introduction,Rationale,,Describe the rationale for the meta-epidemiological study in the context of what is already known.,Introduction,english,km
murad_2017,murad_2017,murad_2017_item4,Introduction,Objectives,,Provide an explicit statement of the goal of the meta-epidemiological study and the hypothesis being empirically tested.,Introduction,english,km
murad_2017,murad_2017,murad_2017_item5,Methods,Protocol,,"Indicate if a protocol exists, if and where it can be accessed (eg, Web address). Registration of a protocol is not mandatory.",Other Information,english,km
murad_2017,murad_2017,murad_2017_item6,Methods,Eligibility criteria,,Specify study characteristics used as criteria for eligibility with a rationale.,Methodology,english,km
murad_2017,murad_2017,murad_2017_item7,Methods,Information sources,,"Describe all information sources (eg, databases with dates of coverage, contact with experts to identify additional studies, Internet searches) and search date.",Methodology,english,km
murad_2017,murad_2017,murad_2017_item8,Methods,Search,,"Present full electronic search strategy for at least one database, including any limits used, such that it could be repeated. Search is commonly not driven by a clinical question.",Methodology,english,km
murad_2017,murad_2017,murad_2017_item9,Methods,Study selection,,"Describe the process for selecting studies for inclusion (ie, how many reviewers selected studies, reviewing in duplicate or by single individuals).",Methodology,english,km
obrien_2014,obrien_2014,obrien_2014_item1,,Title and abstract,S1 Title,"Concise description of the nature and topic of the study identifying the study as qualitative or indicating the approach (e.g., ethnography, grounded theory) or data collection methods (e.g., interview, focus group) is recommended apa?",Abstract,english,km
obrien_2014,obrien_2014,obrien_2014_item10,,Methods,S10 Data collection methods,"Types of data collected; details of data collection procedures including (as appropriate) start and stop dates of data collection and analysis, iterative process, triangulation of sources/methods, and modification of procedures in response to evolving study findings; rationale",Methodology,english,km
obrien_2014,obrien_2014,obrien_2014_item11,,Methods,S11 Data collection instruments and technologies,"Description of instruments (e.g., interview guides, questionnaires) and devices (e.g., audio recorders) used for data collection; if/how the instrument(s) changed over the course of the study",Methodology,english,km
obrien_2014,obrien_2014,obrien_2014_item12,,Methods,S12 Units of study,"Number and relevant characteristics of participants, documents, or events included in the study; level of participation (could be reported in results)",Results,english,km
obrien_2014,obrien_2014,obrien_2014_item13,,Methods,S13 Data processing,"Methods for processing data prior to and during analysis, including transcription, data entry, data management and security, verification of data integrity, data coding, and anonymization/deidentification of excerpts",Methodology,english,km
obrien_2014,obrien_2014,obrien_2014_item14,,Methods,S14 Data analysis,"Process by which inferences, themes, etc., were identified and developed, including researchers involved in data analysis; usually references a specific paradigm or approach; rationale",Methodology,english,km
obrien_2014,obrien_2014,obrien_2014_item15,,Methods,S15 Techniques to enhance trustworthiness,"Techniques to enhance trustworthiness and credibility of data analysis (e.g., member checking, audit trail, triangulation); rationale",Methodology,english,km
obrien_2014,obrien_2014,obrien_2014_item16,,Results/Findings,S16 Synthesis and interpretation,"Main findings (e.g., interpretations, inferences, and themes); might include development of a theory or model, or integration with prior research or theory apa?",Results,english,km
obrien_2014,obrien_2014,obrien_2014_item17,,Results/Findings,S17 Links to empirical data,"Evidence (e.g., quotes, field notes, text excerpts, photographs) to substantiate analytic findings",,english,km
